Vd Vgf Vs Vgb L IDS qicore xg1 xg2  
1.0 1.4 0 -2.5 5.5e-08 1.034e-03 22.4547 67.4563 -187.4784 
1.0 1.42 0 -2.5 5.5e-08 1.064e-03 23.4682 68.1455 -187.5621 
1.0 1.44 0 -2.5 5.5e-08 1.094e-03 24.4856 68.8349 -187.6455 
1.0 1.46 0 -2.5 5.5e-08 1.124e-03 25.5067 69.5247 -187.7286 
1.0 1.48 0 -2.5 5.5e-08 1.154e-03 26.5312 70.2148 -187.8115 
1.0 -1.5 0 -3.0 5.5e-08 1.528e-14 5.510e-11 25.2397 -203.7734 
1.0 -1.48 0 -3.0 5.5e-08 1.527e-14 5.511e-11 25.2399 -203.7734 
1.0 -1.46 0 -3.0 5.5e-08 1.526e-14 5.509e-11 25.2401 -203.7734 
1.0 -1.44 0 -3.0 5.5e-08 1.526e-14 5.511e-11 25.2404 -203.7734 
1.0 -1.42 0 -3.0 5.5e-08 1.528e-14 5.512e-11 25.2406 -203.7734 
1.0 -1.4 0 -3.0 5.5e-08 1.524e-14 5.514e-11 25.2409 -203.7734 
1.0 -1.38 0 -3.0 5.5e-08 1.529e-14 5.516e-11 25.2411 -203.7734 
1.0 -1.36 0 -3.0 5.5e-08 1.527e-14 5.516e-11 25.2414 -203.7734 
1.0 -1.34 0 -3.0 5.5e-08 1.528e-14 5.517e-11 25.2416 -203.7734 
1.0 -1.32 0 -3.0 5.5e-08 1.529e-14 5.518e-11 25.2419 -203.7734 
1.0 -1.3 0 -3.0 5.5e-08 1.531e-14 5.519e-11 25.2421 -203.7734 
1.0 -1.28 0 -3.0 5.5e-08 1.531e-14 5.520e-11 25.2424 -203.7734 
1.0 -1.26 0 -3.0 5.5e-08 1.529e-14 5.522e-11 25.2427 -203.7734 
1.0 -1.24 0 -3.0 5.5e-08 1.528e-14 5.523e-11 25.2430 -203.7734 
1.0 -1.22 0 -3.0 5.5e-08 1.532e-14 5.525e-11 25.2433 -203.7734 
1.0 -1.2 0 -3.0 5.5e-08 1.531e-14 5.527e-11 25.2436 -203.7734 
1.0 -1.18 0 -3.0 5.5e-08 1.530e-14 5.528e-11 25.2439 -203.7734 
1.0 -1.16 0 -3.0 5.5e-08 1.532e-14 5.529e-11 25.2443 -203.7734 
1.0 -1.14 0 -3.0 5.5e-08 1.531e-14 5.532e-11 25.2446 -203.7734 
1.0 -1.12 0 -3.0 5.5e-08 1.533e-14 5.533e-11 25.2450 -203.7734 
1.0 -1.1 0 -3.0 5.5e-08 1.531e-14 5.535e-11 25.2453 -203.7734 
1.0 -1.08 0 -3.0 5.5e-08 1.536e-14 5.536e-11 25.2457 -203.7734 
1.0 -1.06 0 -3.0 5.5e-08 1.536e-14 5.539e-11 25.2461 -203.7734 
1.0 -1.04 0 -3.0 5.5e-08 1.535e-14 5.540e-11 25.2465 -203.7734 
1.0 -1.02 0 -3.0 5.5e-08 1.537e-14 5.543e-11 25.2469 -203.7734 
1.0 -1.0 0 -3.0 5.5e-08 1.536e-14 5.544e-11 25.2473 -203.7734 
1.0 -0.98 0 -3.0 5.5e-08 1.537e-14 5.546e-11 25.2477 -203.7734 
1.0 -0.96 0 -3.0 5.5e-08 1.539e-14 5.549e-11 25.2482 -203.7734 
1.0 -0.94 0 -3.0 5.5e-08 1.538e-14 5.549e-11 25.2486 -203.7734 
1.0 -0.92 0 -3.0 5.5e-08 1.539e-14 5.551e-11 25.2491 -203.7734 
1.0 -0.9 0 -3.0 5.5e-08 1.539e-14 5.556e-11 25.2496 -203.7734 
1.0 -0.88 0 -3.0 5.5e-08 1.539e-14 5.558e-11 25.2501 -203.7734 
1.0 -0.86 0 -3.0 5.5e-08 1.544e-14 5.560e-11 25.2507 -203.7734 
1.0 -0.84 0 -3.0 5.5e-08 1.541e-14 5.564e-11 25.2512 -203.7734 
1.0 -0.82 0 -3.0 5.5e-08 1.542e-14 5.566e-11 25.2518 -203.7734 
1.0 -0.8 0 -3.0 5.5e-08 1.542e-14 5.569e-11 25.2524 -203.7734 
1.0 -0.78 0 -3.0 5.5e-08 1.544e-14 5.572e-11 25.2530 -203.7734 
1.0 -0.76 0 -3.0 5.5e-08 1.548e-14 5.578e-11 25.2537 -203.7734 
1.0 -0.74 0 -3.0 5.5e-08 1.547e-14 5.580e-11 25.2543 -203.7734 
1.0 -0.72 0 -3.0 5.5e-08 1.545e-14 5.582e-11 25.2550 -203.7734 
1.0 -0.7 0 -3.0 5.5e-08 1.547e-14 5.586e-11 25.2558 -203.7734 
1.0 -0.68 0 -3.0 5.5e-08 1.549e-14 5.588e-11 25.2565 -203.7734 
1.0 -0.66 0 -3.0 5.5e-08 1.551e-14 5.596e-11 25.2573 -203.7734 
1.0 -0.64 0 -3.0 5.5e-08 1.550e-14 5.598e-11 25.2582 -203.7734 
1.0 -0.62 0 -3.0 5.5e-08 1.550e-14 5.601e-11 25.2590 -203.7734 
1.0 -0.6 0 -3.0 5.5e-08 1.554e-14 5.605e-11 25.2599 -203.7734 
1.0 -0.58 0 -3.0 5.5e-08 1.554e-14 5.610e-11 25.2609 -203.7734 
1.0 -0.56 0 -3.0 5.5e-08 1.559e-14 5.616e-11 25.2619 -203.7734 
1.0 -0.54 0 -3.0 5.5e-08 1.556e-14 5.620e-11 25.2630 -203.7734 
1.0 -0.52 0 -3.0 5.5e-08 1.558e-14 5.625e-11 25.2641 -203.7734 
1.0 -0.5 0 -3.0 5.5e-08 1.562e-14 5.632e-11 25.2653 -203.7734 
1.0 -0.48 0 -3.0 5.5e-08 1.564e-14 5.640e-11 25.2665 -203.7734 
1.0 -0.46 0 -3.0 5.5e-08 1.565e-14 5.644e-11 25.2678 -203.7734 
1.0 -0.44 0 -3.0 5.5e-08 1.566e-14 5.651e-11 25.2692 -203.7734 
1.0 -0.42 0 -3.0 5.5e-08 1.571e-14 5.659e-11 25.2707 -203.7734 
1.0 -0.4 0 -3.0 5.5e-08 1.569e-14 5.666e-11 25.2723 -203.7734 
1.0 -0.38 0 -3.0 5.5e-08 1.575e-14 5.675e-11 25.2739 -203.7734 
1.0 -0.36 0 -3.0 5.5e-08 1.573e-14 5.683e-11 25.2757 -203.7734 
1.0 -0.34 0 -3.0 5.5e-08 1.574e-14 5.691e-11 25.2776 -203.7734 
1.0 -0.32 0 -3.0 5.5e-08 1.579e-14 5.702e-11 25.2797 -203.7734 
1.0 -0.3 0 -3.0 5.5e-08 1.582e-14 5.714e-11 25.2819 -203.7734 
1.0 -0.28 0 -3.0 5.5e-08 1.585e-14 5.725e-11 25.2842 -203.7734 
1.0 -0.26 0 -3.0 5.5e-08 1.592e-14 5.736e-11 25.2868 -203.7734 
1.0 -0.24 0 -3.0 5.5e-08 1.594e-14 5.750e-11 25.2896 -203.7734 
1.0 -0.22 0 -3.0 5.5e-08 1.600e-14 5.767e-11 25.2926 -203.7734 
1.0 -0.2 0 -3.0 5.5e-08 1.603e-14 5.782e-11 25.2959 -203.7734 
1.0 -0.18 0 -3.0 5.5e-08 1.609e-14 5.802e-11 25.2995 -203.7734 
1.0 -0.16 0 -3.0 5.5e-08 1.613e-14 5.821e-11 25.3035 -203.7734 
1.0 -0.14 0 -3.0 5.5e-08 1.618e-14 5.844e-11 25.3079 -203.7734 
1.0 -0.12 0 -3.0 5.5e-08 1.626e-14 5.868e-11 25.3128 -203.7734 
1.0 -0.1 0 -3.0 5.5e-08 1.635e-14 5.897e-11 25.3183 -203.7734 
1.0 -0.08 0 -3.0 5.5e-08 1.641e-14 5.926e-11 25.3245 -203.7734 
1.0 -0.06 0 -3.0 5.5e-08 1.651e-14 5.964e-11 25.3315 -203.7734 
1.0 -0.04 0 -3.0 5.5e-08 1.665e-14 6.007e-11 25.3395 -203.7734 
1.0 -0.02 0 -3.0 5.5e-08 1.683e-14 6.055e-11 25.3488 -203.7734 
1.0 1.33226762955e-15 0 -3.0 5.5e-08 1.691e-14 6.109e-11 25.3596 -203.7734 
1.0 0.02 0 -3.0 5.5e-08 1.713e-14 6.179e-11 25.3723 -203.7734 
1.0 0.04 0 -3.0 5.5e-08 1.736e-14 6.261e-11 25.3876 -203.7734 
1.0 0.06 0 -3.0 5.5e-08 1.766e-14 6.364e-11 25.4063 -203.7734 
1.0 0.08 0 -3.0 5.5e-08 1.802e-14 6.492e-11 25.4294 -203.7734 
1.0 0.1 0 -3.0 5.5e-08 1.848e-14 6.658e-11 25.4589 -203.7734 
1.0 0.12 0 -3.0 5.5e-08 1.910e-14 6.887e-11 25.4976 -203.7734 
1.0 0.14 0 -3.0 5.5e-08 2.002e-14 7.207e-11 25.5501 -203.7734 
1.0 0.16 0 -3.0 5.5e-08 2.134e-14 7.686e-11 25.6243 -203.7734 
1.0 0.18 0 -3.0 5.5e-08 2.349e-14 8.453e-11 25.7341 -203.7734 
1.0 0.2 0 -3.0 5.5e-08 2.718e-14 9.785e-11 25.9032 -203.7734 
1.0 0.22 0 -3.0 5.5e-08 3.418e-14 1.229e-10 26.1664 -203.7734 
1.0 0.24 0 -3.0 5.5e-08 4.791e-14 1.721e-10 26.5547 -203.7734 
1.0 0.26 0 -3.0 5.5e-08 7.485e-14 2.683e-10 27.0676 -203.7734 
1.0 0.28 0 -3.0 5.5e-08 1.268e-13 4.535e-10 27.6736 -203.7734 
1.0 0.3 0 -3.0 5.5e-08 2.261e-13 8.064e-10 28.3382 -203.7734 
1.0 0.32 0 -3.0 5.5e-08 4.156e-13 1.478e-09 29.0379 -203.7734 
1.0 0.34 0 -3.0 5.5e-08 7.782e-13 2.761e-09 29.7592 -203.7734 
1.0 0.36 0 -3.0 5.5e-08 1.475e-12 5.219e-09 30.4941 -203.7734 
1.0 0.38 0 -3.0 5.5e-08 2.817e-12 9.942e-09 31.2380 -203.7734 
1.0 0.4 0 -3.0 5.5e-08 5.409e-12 1.904e-08 31.9883 -203.7734 
1.0 0.42 0 -3.0 5.5e-08 1.043e-11 3.661e-08 32.7430 -203.7734 
1.0 0.44 0 -3.0 5.5e-08 2.017e-11 7.061e-08 33.5010 -203.7734 
1.0 0.46 0 -3.0 5.5e-08 3.908e-11 1.365e-07 34.2616 -203.7734 
1.0 0.48 0 -3.0 5.5e-08 7.586e-11 2.642e-07 35.0241 -203.7734 
1.0 0.5 0 -3.0 5.5e-08 1.474e-10 5.121e-07 35.7882 -203.7734 
1.0 0.52 0 -3.0 5.5e-08 2.869e-10 9.937e-07 36.5535 -203.7734 
1.0 0.54 0 -3.0 5.5e-08 5.587e-10 1.930e-06 37.3197 -203.7734 
1.0 0.56 0 -3.0 5.5e-08 1.089e-09 3.752e-06 38.0869 -203.7734 
1.0 0.58 0 -3.0 5.5e-08 2.124e-09 7.296e-06 38.8547 -203.7734 
1.0 0.6 0 -3.0 5.5e-08 4.143e-09 1.420e-05 39.6230 -203.7734 
1.0 0.62 0 -3.0 5.5e-08 8.087e-09 2.764e-05 40.3919 -203.7734 
1.0 0.64 0 -3.0 5.5e-08 1.579e-08 5.382e-05 41.1612 -203.7734 
1.0 0.66 0 -3.0 5.5e-08 3.084e-08 1.048e-04 41.9308 -203.7735 
1.0 0.68 0 -3.0 5.5e-08 6.024e-08 2.043e-04 42.7007 -203.7735 
1.0 0.7 0 -3.0 5.5e-08 1.177e-07 3.980e-04 43.4707 -203.7737 
1.0 0.72 0 -3.0 5.5e-08 2.298e-07 7.756e-04 44.2409 -203.7740 
1.0 0.74 0 -3.0 5.5e-08 4.487e-07 1.511e-03 45.0110 -203.7747 
1.0 0.76 0 -3.0 5.5e-08 8.746e-07 2.941e-03 45.7806 -203.7759 
1.0 0.78 0 -3.0 5.5e-08 1.700e-06 5.713e-03 46.5493 -203.7784 
1.0 0.8 0 -3.0 5.5e-08 3.288e-06 1.106e-02 47.3159 -203.7830 
1.0 0.82 0 -3.0 5.5e-08 6.295e-06 2.128e-02 48.0785 -203.7918 
1.0 0.84 0 -3.0 5.5e-08 1.183e-05 4.045e-02 48.8339 -203.8078 
1.0 0.86 0 -3.0 5.5e-08 2.156e-05 7.533e-02 49.5775 -203.8359 
1.0 0.88 0 -3.0 5.5e-08 3.745e-05 0.1360 50.3037 -203.8813 
1.0 0.9 0 -3.0 5.5e-08 6.100e-05 0.2354 51.0085 -203.9483 
1.0 0.92 0 -3.0 5.5e-08 9.229e-05 0.3876 51.6919 -204.0368 
1.0 0.94 0 -3.0 5.5e-08 1.297e-04 0.6057 52.3580 -204.1426 
1.0 0.96 0 -3.0 5.5e-08 1.707e-04 0.8991 53.0131 -204.2596 
1.0 0.98 0 -3.0 5.5e-08 2.131e-04 1.2722 53.6630 -204.3818 
1.0 1.0 0 -3.0 5.5e-08 2.554e-04 1.7241 54.3118 -204.5051 
1.0 1.02 0 -3.0 5.5e-08 2.967e-04 2.2495 54.9621 -204.6270 
1.0 1.04 0 -3.0 5.5e-08 3.368e-04 2.8410 55.6153 -204.7461 
1.0 1.06 0 -3.0 5.5e-08 3.757e-04 3.4905 56.2718 -204.8619 
1.0 1.08 0 -3.0 5.5e-08 4.135e-04 4.1899 56.9319 -204.9742 
1.0 1.1 0 -3.0 5.5e-08 4.503e-04 4.9322 57.5952 -205.0832 
1.0 1.12 0 -3.0 5.5e-08 4.863e-04 5.7111 58.2617 -205.1892 
1.0 1.14 0 -3.0 5.5e-08 5.217e-04 6.5214 58.9310 -205.2924 
1.0 1.16 0 -3.0 5.5e-08 5.564e-04 7.3586 59.6028 -205.3931 
1.0 1.18 0 -3.0 5.5e-08 5.907e-04 8.2192 60.2768 -205.4916 
1.0 1.2 0 -3.0 5.5e-08 6.245e-04 9.0999 60.9528 -205.5882 
1.0 1.22 0 -3.0 5.5e-08 6.579e-04 9.9983 61.6306 -205.6830 
1.0 1.24 0 -3.0 5.5e-08 6.910e-04 10.9122 62.3099 -205.7764 
1.0 1.26 0 -3.0 5.5e-08 7.237e-04 11.8397 62.9905 -205.8684 
1.0 1.28 0 -3.0 5.5e-08 7.562e-04 12.7793 63.6724 -205.9591 
1.0 1.3 0 -3.0 5.5e-08 7.884e-04 13.7297 64.3554 -206.0489 
1.0 1.32 0 -3.0 5.5e-08 8.203e-04 14.6897 65.0393 -206.1377 
1.0 1.34 0 -3.0 5.5e-08 8.520e-04 15.6584 65.7241 -206.2257 
1.0 1.36 0 -3.0 5.5e-08 8.835e-04 16.6349 66.4096 -206.3129 
1.0 1.38 0 -3.0 5.5e-08 9.148e-04 17.6184 67.0958 -206.3994 
1.0 1.4 0 -3.0 5.5e-08 9.459e-04 18.6084 67.7827 -206.4854 
1.0 1.42 0 -3.0 5.5e-08 9.768e-04 19.6043 68.4700 -206.5708 
1.0 1.44 0 -3.0 5.5e-08 1.007e-03 20.6055 69.1579 -206.6557 
1.0 1.46 0 -3.0 5.5e-08 1.038e-03 21.6116 69.8463 -206.7402 
1.0 1.48 0 -3.0 5.5e-08 1.068e-03 22.6223 70.5350 -206.8243 
1.0 -1.5 0 -3.5 5.5e-08 1.242e-14 4.141e-11 27.8928 -223.1051 
1.0 -1.48 0 -3.5 5.5e-08 1.242e-14 4.140e-11 27.8930 -223.1051 
1.0 -1.46 0 -3.5 5.5e-08 1.242e-14 4.142e-11 27.8932 -223.1051 
1.0 -1.44 0 -3.5 5.5e-08 1.242e-14 4.141e-11 27.8934 -223.1051 
1.0 -1.42 0 -3.5 5.5e-08 1.238e-14 4.142e-11 27.8937 -223.1051 
1.0 -1.4 0 -3.5 5.5e-08 1.240e-14 4.143e-11 27.8939 -223.1051 
1.0 -1.38 0 -3.5 5.5e-08 1.242e-14 4.145e-11 27.8941 -223.1051 
1.0 -1.36 0 -3.5 5.5e-08 1.242e-14 4.145e-11 27.8943 -223.1051 
1.0 -1.34 0 -3.5 5.5e-08 1.242e-14 4.147e-11 27.8946 -223.1051 
1.0 -1.32 0 -3.5 5.5e-08 1.239e-14 4.146e-11 27.8948 -223.1051 
1.0 -1.3 0 -3.5 5.5e-08 1.239e-14 4.146e-11 27.8951 -223.1051 
1.0 -1.28 0 -3.5 5.5e-08 1.246e-14 4.148e-11 27.8953 -223.1051 
1.0 -1.26 0 -3.5 5.5e-08 1.245e-14 4.150e-11 27.8956 -223.1051 
1.0 -1.24 0 -3.5 5.5e-08 1.243e-14 4.150e-11 27.8959 -223.1051 
1.0 -1.22 0 -3.5 5.5e-08 1.244e-14 4.150e-11 27.8961 -223.1051 
1.0 -1.2 0 -3.5 5.5e-08 1.245e-14 4.153e-11 27.8964 -223.1051 
1.0 -1.18 0 -3.5 5.5e-08 1.245e-14 4.153e-11 27.8967 -223.1051 
1.0 -1.16 0 -3.5 5.5e-08 1.246e-14 4.154e-11 27.8970 -223.1051 
1.0 -1.14 0 -3.5 5.5e-08 1.248e-14 4.156e-11 27.8973 -223.1051 
1.0 -1.12 0 -3.5 5.5e-08 1.246e-14 4.156e-11 27.8976 -223.1051 
1.0 -1.1 0 -3.5 5.5e-08 1.243e-14 4.155e-11 27.8980 -223.1051 
1.0 -1.08 0 -3.5 5.5e-08 1.247e-14 4.161e-11 27.8983 -223.1051 
1.0 -1.06 0 -3.5 5.5e-08 1.247e-14 4.160e-11 27.8986 -223.1051 
1.0 -1.04 0 -3.5 5.5e-08 1.248e-14 4.162e-11 27.8990 -223.1051 
1.0 -1.02 0 -3.5 5.5e-08 1.247e-14 4.162e-11 27.8994 -223.1051 
1.0 -1.0 0 -3.5 5.5e-08 1.246e-14 4.164e-11 27.8997 -223.1051 
1.0 -0.98 0 -3.5 5.5e-08 1.249e-14 4.163e-11 27.9001 -223.1051 
1.0 -0.96 0 -3.5 5.5e-08 1.248e-14 4.166e-11 27.9005 -223.1051 
1.0 -0.94 0 -3.5 5.5e-08 1.251e-14 4.169e-11 27.9009 -223.1051 
1.0 -0.92 0 -3.5 5.5e-08 1.250e-14 4.169e-11 27.9014 -223.1051 
1.0 -0.9 0 -3.5 5.5e-08 1.249e-14 4.173e-11 27.9018 -223.1051 
1.0 -0.88 0 -3.5 5.5e-08 1.252e-14 4.174e-11 27.9023 -223.1051 
1.0 -0.86 0 -3.5 5.5e-08 1.250e-14 4.175e-11 27.9027 -223.1051 
1.0 -0.84 0 -3.5 5.5e-08 1.249e-14 4.177e-11 27.9032 -223.1051 
1.0 -0.82 0 -3.5 5.5e-08 1.252e-14 4.179e-11 27.9037 -223.1051 
1.0 -0.8 0 -3.5 5.5e-08 1.252e-14 4.180e-11 27.9043 -223.1051 
1.0 -0.78 0 -3.5 5.5e-08 1.253e-14 4.184e-11 27.9048 -223.1051 
1.0 -0.76 0 -3.5 5.5e-08 1.252e-14 4.183e-11 27.9054 -223.1051 
1.0 -0.74 0 -3.5 5.5e-08 1.258e-14 4.188e-11 27.9060 -223.1051 
1.0 -0.72 0 -3.5 5.5e-08 1.256e-14 4.189e-11 27.9066 -223.1051 
1.0 -0.7 0 -3.5 5.5e-08 1.256e-14 4.193e-11 27.9072 -223.1051 
1.0 -0.68 0 -3.5 5.5e-08 1.256e-14 4.192e-11 27.9079 -223.1051 
1.0 -0.66 0 -3.5 5.5e-08 1.256e-14 4.196e-11 27.9085 -223.1051 
1.0 -0.64 0 -3.5 5.5e-08 1.259e-14 4.199e-11 27.9093 -223.1051 
1.0 -0.62 0 -3.5 5.5e-08 1.261e-14 4.201e-11 27.9100 -223.1051 
1.0 -0.6 0 -3.5 5.5e-08 1.261e-14 4.206e-11 27.9108 -223.1051 
1.0 -0.58 0 -3.5 5.5e-08 1.261e-14 4.209e-11 27.9116 -223.1051 
1.0 -0.56 0 -3.5 5.5e-08 1.263e-14 4.211e-11 27.9125 -223.1051 
1.0 -0.54 0 -3.5 5.5e-08 1.263e-14 4.213e-11 27.9134 -223.1051 
1.0 -0.52 0 -3.5 5.5e-08 1.265e-14 4.217e-11 27.9143 -223.1051 
1.0 -0.5 0 -3.5 5.5e-08 1.267e-14 4.223e-11 27.9153 -223.1051 
1.0 -0.48 0 -3.5 5.5e-08 1.267e-14 4.226e-11 27.9163 -223.1051 
1.0 -0.46 0 -3.5 5.5e-08 1.267e-14 4.227e-11 27.9174 -223.1051 
1.0 -0.44 0 -3.5 5.5e-08 1.268e-14 4.235e-11 27.9186 -223.1051 
1.0 -0.42 0 -3.5 5.5e-08 1.275e-14 4.238e-11 27.9198 -223.1051 
1.0 -0.4 0 -3.5 5.5e-08 1.272e-14 4.242e-11 27.9211 -223.1051 
1.0 -0.38 0 -3.5 5.5e-08 1.275e-14 4.247e-11 27.9224 -223.1051 
1.0 -0.36 0 -3.5 5.5e-08 1.274e-14 4.253e-11 27.9239 -223.1051 
1.0 -0.34 0 -3.5 5.5e-08 1.276e-14 4.257e-11 27.9254 -223.1051 
1.0 -0.32 0 -3.5 5.5e-08 1.281e-14 4.264e-11 27.9270 -223.1051 
1.0 -0.3 0 -3.5 5.5e-08 1.278e-14 4.271e-11 27.9287 -223.1051 
1.0 -0.28 0 -3.5 5.5e-08 1.280e-14 4.277e-11 27.9306 -223.1051 
1.0 -0.26 0 -3.5 5.5e-08 1.285e-14 4.282e-11 27.9326 -223.1051 
1.0 -0.24 0 -3.5 5.5e-08 1.284e-14 4.292e-11 27.9347 -223.1051 
1.0 -0.22 0 -3.5 5.5e-08 1.288e-14 4.299e-11 27.9370 -223.1051 
1.0 -0.2 0 -3.5 5.5e-08 1.287e-14 4.309e-11 27.9395 -223.1051 
1.0 -0.18 0 -3.5 5.5e-08 1.298e-14 4.323e-11 27.9422 -223.1051 
1.0 -0.16 0 -3.5 5.5e-08 1.298e-14 4.333e-11 27.9451 -223.1051 
1.0 -0.14 0 -3.5 5.5e-08 1.304e-14 4.343e-11 27.9483 -223.1051 
1.0 -0.12 0 -3.5 5.5e-08 1.306e-14 4.355e-11 27.9518 -223.1051 
1.0 -0.1 0 -3.5 5.5e-08 1.313e-14 4.373e-11 27.9556 -223.1051 
1.0 -0.08 0 -3.5 5.5e-08 1.312e-14 4.386e-11 27.9598 -223.1051 
1.0 -0.06 0 -3.5 5.5e-08 1.322e-14 4.403e-11 27.9645 -223.1051 
1.0 -0.04 0 -3.5 5.5e-08 1.328e-14 4.427e-11 27.9697 -223.1051 
1.0 -0.02 0 -3.5 5.5e-08 1.333e-14 4.449e-11 27.9756 -223.1051 
1.0 1.33226762955e-15 0 -3.5 5.5e-08 1.336e-14 4.471e-11 27.9822 -223.1051 
1.0 0.02 0 -3.5 5.5e-08 1.349e-14 4.504e-11 27.9898 -223.1051 
1.0 0.04 0 -3.5 5.5e-08 1.362e-14 4.535e-11 27.9984 -223.1051 
1.0 0.06 0 -3.5 5.5e-08 1.375e-14 4.577e-11 28.0085 -223.1051 
1.0 0.08 0 -3.5 5.5e-08 1.384e-14 4.622e-11 28.0204 -223.1051 
1.0 0.1 0 -3.5 5.5e-08 1.401e-14 4.680e-11 28.0345 -223.1051 
1.0 0.12 0 -3.5 5.5e-08 1.422e-14 4.749e-11 28.0516 -223.1051 
1.0 0.14 0 -3.5 5.5e-08 1.449e-14 4.837e-11 28.0726 -223.1051 
1.0 0.16 0 -3.5 5.5e-08 1.487e-14 4.951e-11 28.0991 -223.1051 
1.0 0.18 0 -3.5 5.5e-08 1.528e-14 5.100e-11 28.1333 -223.1051 
1.0 0.2 0 -3.5 5.5e-08 1.592e-14 5.304e-11 28.1791 -223.1051 
1.0 0.22 0 -3.5 5.5e-08 1.684e-14 5.607e-11 28.2426 -223.1051 
1.0 0.24 0 -3.5 5.5e-08 1.824e-14 6.072e-11 28.3348 -223.1051 
1.0 0.26 0 -3.5 5.5e-08 2.055e-14 6.852e-11 28.4747 -223.1051 
1.0 0.28 0 -3.5 5.5e-08 2.489e-14 8.278e-11 28.6926 -223.1051 
1.0 0.3 0 -3.5 5.5e-08 3.319e-14 1.104e-10 29.0245 -223.1051 
1.0 0.32 0 -3.5 5.5e-08 4.955e-14 1.647e-10 29.4862 -223.1051 
1.0 0.34 0 -3.5 5.5e-08 8.144e-14 2.699e-10 30.0566 -223.1051 
1.0 0.36 0 -3.5 5.5e-08 1.425e-13 4.712e-10 30.6995 -223.1051 
1.0 0.38 0 -3.5 5.5e-08 2.589e-13 8.544e-10 31.3863 -223.1051 
1.0 0.4 0 -3.5 5.5e-08 4.816e-13 1.585e-09 32.0994 -223.1051 
1.0 0.42 0 -3.5 5.5e-08 9.086e-13 2.983e-09 32.8291 -223.1051 
1.0 0.44 0 -3.5 5.5e-08 1.730e-12 5.667e-09 33.5696 -223.1051 
1.0 0.46 0 -3.5 5.5e-08 3.316e-12 1.083e-08 34.3174 -223.1051 
1.0 0.48 0 -3.5 5.5e-08 6.384e-12 2.081e-08 35.0703 -223.1051 
1.0 0.5 0 -3.5 5.5e-08 1.233e-11 4.009e-08 35.8271 -223.1051 
1.0 0.52 0 -3.5 5.5e-08 2.388e-11 7.743e-08 36.5866 -223.1051 
1.0 0.54 0 -3.5 5.5e-08 4.632e-11 1.498e-07 37.3484 -223.1051 
1.0 0.56 0 -3.5 5.5e-08 8.999e-11 2.904e-07 38.1118 -223.1051 
1.0 0.58 0 -3.5 5.5e-08 1.750e-10 5.634e-07 38.8766 -223.1051 
1.0 0.6 0 -3.5 5.5e-08 3.408e-10 1.094e-06 39.6425 -223.1051 
1.0 0.62 0 -3.5 5.5e-08 6.641e-10 2.127e-06 40.4092 -223.1051 
1.0 0.64 0 -3.5 5.5e-08 1.295e-09 4.136e-06 41.1768 -223.1051 
1.0 0.66 0 -3.5 5.5e-08 2.526e-09 8.049e-06 41.9449 -223.1051 
1.0 0.68 0 -3.5 5.5e-08 4.930e-09 1.567e-05 42.7136 -223.1051 
1.0 0.7 0 -3.5 5.5e-08 9.625e-09 3.052e-05 43.4827 -223.1052 
1.0 0.72 0 -3.5 5.5e-08 1.880e-08 5.946e-05 44.2521 -223.1052 
1.0 0.74 0 -3.5 5.5e-08 3.672e-08 1.159e-04 45.0219 -223.1052 
1.0 0.76 0 -3.5 5.5e-08 7.174e-08 2.259e-04 45.7920 -223.1053 
1.0 0.78 0 -3.5 5.5e-08 1.402e-07 4.402e-04 46.5622 -223.1055 
1.0 0.8 0 -3.5 5.5e-08 2.738e-07 8.581e-04 47.3324 -223.1059 
1.0 0.82 0 -3.5 5.5e-08 5.344e-07 1.672e-03 48.1025 -223.1066 
1.0 0.84 0 -3.5 5.5e-08 1.042e-06 3.255e-03 48.8722 -223.1080 
1.0 0.86 0 -3.5 5.5e-08 2.024e-06 6.323e-03 49.6406 -223.1107 
1.0 0.88 0 -3.5 5.5e-08 3.910e-06 1.224e-02 50.4068 -223.1158 
1.0 0.9 0 -3.5 5.5e-08 7.469e-06 2.351e-02 51.1686 -223.1254 
1.0 0.92 0 -3.5 5.5e-08 1.398e-05 4.459e-02 51.9226 -223.1430 
1.0 0.94 0 -3.5 5.5e-08 2.531e-05 8.273e-02 52.6639 -223.1734 
1.0 0.96 0 -3.5 5.5e-08 4.356e-05 0.1485 53.3870 -223.2221 
1.0 0.98 0 -3.5 5.5e-08 7.012e-05 0.2553 54.0883 -223.2925 
1.0 1.0 0 -3.5 5.5e-08 1.047e-04 0.4171 54.7686 -223.3841 
1.0 1.02 0 -3.5 5.5e-08 1.454e-04 0.6465 55.4326 -223.4922 
1.0 1.04 0 -3.5 5.5e-08 1.893e-04 0.9524 56.0864 -223.6104 
1.0 1.06 0 -3.5 5.5e-08 2.341e-04 1.3383 56.7359 -223.7331 
1.0 1.08 0 -3.5 5.5e-08 2.784e-04 1.8025 57.3847 -223.8565 
1.0 1.1 0 -3.5 5.5e-08 3.214e-04 2.3392 58.0353 -223.9781 
1.0 1.12 0 -3.5 5.5e-08 3.630e-04 2.9409 58.6890 -224.0968 
1.0 1.14 0 -3.5 5.5e-08 4.031e-04 3.5993 59.3460 -224.2121 
1.0 1.16 0 -3.5 5.5e-08 4.419e-04 4.3066 60.0065 -224.3239 
